Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date,Name,Team,Role,Project_Name,Client
251,126,1,Database Optimization,11,2025-02-09,Michael Mathews,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
252,139,1,Performance Testing,11,2025-02-10,Benjamin Torres,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
253,176,5,Meeting,8,2025-01-21,Karen Chandler DDS,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
254,88,2,Database Optimization,5,2025-01-07,Gabriel Mejia,Dev,Backend Developer,Revold World,Martinez-James
255,167,1,Bug Fixing,2,2025-01-27,Allen Williamson,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
256,142,3,Security Patching,5,2025-01-14,Joshua Alexander,Data,Data Engineer,Planted,Clark and Sons
257,6,5,UI Enhancement,12,2025-02-09,Toni Wallace,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
258,189,3,Database Optimization,5,2025-03-23,Elizabeth Boyle,QA,Automation Engineer,Planted,Clark and Sons
259,117,5,Code Review,7,2025-03-18,Sarah Miller,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
260,69,4,Database Optimization,9,2025-03-23,Jeremiah Mclaughlin,Management,Project Manager,SRMG,Conley and Sons
261,195,4,Code Review,8,2025-02-26,Caroline Benton,QA,Automation Engineer,SRMG,Conley and Sons
262,57,2,Meeting,10,2025-02-22,Eric Smith,Design,UI Designer,Revold World,Martinez-James
263,115,2,Feature Development,8,2025-01-03,Matthew Thomas PhD,Admin,Office Manager,Revold World,Martinez-James
264,8,1,Meeting,1,2025-01-28,Shelly Morales,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
265,74,4,Security Patching,8,2025-02-09,Miranda Schmidt,QA,Test Analyst,SRMG,Conley and Sons
266,22,5,Meeting,2,2025-03-01,Travis Moore,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
267,26,3,UI Enhancement,12,2025-01-24,Megan Petersen,QA,Automation Engineer,Planted,Clark and Sons
268,149,1,Design Review,9,2025-03-28,Robert Murray,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
269,51,1,Testing,7,2025-01-08,Joshua Drake,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
270,141,5,UI Enhancement,3,2025-03-21,Morgan Johnson,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
271,152,4,Code Review,10,2025-01-05,Jennifer Stevens,Admin,HR,SRMG,Conley and Sons
272,49,5,UI Enhancement,7,2025-03-24,Robert Baker,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
273,127,3,Security Patching,4,2025-01-06,Sarah Cole,Admin,System Admin,Planted,Clark and Sons
274,128,2,UI Enhancement,8,2025-01-17,David Barrera,Admin,Office Manager,Revold World,Martinez-James
275,163,4,Database Optimization,12,2025-02-22,William Johnston,Design,Graphic Designer,SRMG,Conley and Sons
276,127,2,Code Review,10,2025-03-07,Sarah Cole,Admin,System Admin,Revold World,Martinez-James
277,196,5,Testing,2,2025-03-19,David Ryan,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
278,85,1,Performance Testing,6,2025-02-04,Sean Aguilar,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
279,106,5,Design Review,7,2025-01-13,Scott Nguyen,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
280,103,2,Meeting,1,2025-02-14,Patrick Carlson,QA,Test Analyst,Revold World,Martinez-James
281,188,3,UI Enhancement,8,2025-02-10,Michael Kline,Management,Project Manager,Planted,Clark and Sons
282,156,2,Design Review,10,2025-03-17,Steven Smith,QA,QA Engineer,Revold World,Martinez-James
283,196,2,Performance Testing,2,2025-03-17,David Ryan,QA,Automation Engineer,Revold World,Martinez-James
284,8,5,Database Optimization,6,2025-01-23,Shelly Morales,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
285,136,5,Code Review,12,2025-01-13,Brittany Black,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
286,134,5,UI Enhancement,8,2025-02-18,Joshua Allen,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
287,69,3,Design Review,7,2025-01-19,Jeremiah Mclaughlin,Management,Project Manager,Planted,Clark and Sons
288,156,1,Performance Testing,7,2025-01-08,Steven Smith,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
289,177,4,Database Optimization,9,2025-03-28,Shawn Frazier,Management,Product Owner,SRMG,Conley and Sons
290,165,1,Performance Testing,5,2025-02-25,Tonya Kelly,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
291,72,1,Meeting,2,2025-01-13,Cynthia Johnson,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
292,145,4,Design Review,10,2025-02-11,Mario Brown,Management,Scrum Master,SRMG,Conley and Sons
293,44,1,UI Enhancement,2,2025-03-08,Alyssa Ross,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
294,104,1,UI Enhancement,9,2025-03-04,Timothy Murray,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
295,28,3,Feature Development,12,2025-03-13,Sherry Velazquez,Design,Graphic Designer,Planted,Clark and Sons
296,64,3,Testing,8,2025-03-21,Steven White,Data,Data Analyst,Planted,Clark and Sons
297,139,3,Bug Fixing,12,2025-01-18,Benjamin Torres,QA,Test Analyst,Planted,Clark and Sons
298,200,4,Database Optimization,9,2025-01-02,Marie James,QA,QA Engineer,SRMG,Conley and Sons
299,192,1,Security Patching,6,2025-02-12,Justin Obrien,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
300,135,5,Meeting,12,2025-02-23,Joshua Beard,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
301,185,3,Bug Fixing,1,2025-01-20,Danielle Russo,Dev,Backend Developer,Planted,Clark and Sons
302,193,4,Testing,10,2025-01-08,Margaret Hernandez,Dev,Backend Developer,SRMG,Conley and Sons
303,78,3,Feature Development,11,2025-01-13,Paul Stevenson,Dev,Backend Developer,Planted,Clark and Sons
304,41,5,Database Optimization,8,2025-02-06,Christopher Herring,Management,Scrum Master,NBC,"Mcclure, Howard and Patterson"
305,25,5,Feature Development,1,2025-02-05,Jose Huber,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
306,84,4,Meeting,5,2025-02-22,Charlotte Hinton,Admin,Office Manager,SRMG,Conley and Sons
307,180,2,UI Enhancement,9,2025-02-03,Lynn Obrien,Design,Graphic Designer,Revold World,Martinez-James
308,16,1,Code Review,2,2025-01-22,Megan Duncan,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
309,153,3,Testing,2,2025-01-09,Cody Carroll,Data,Data Engineer,Planted,Clark and Sons
310,59,2,Performance Testing,7,2025-02-14,George Hicks,Admin,Office Manager,Revold World,Martinez-James
311,100,4,Feature Development,11,2025-02-15,Dennis Lopez,Data,Data Analyst,SRMG,Conley and Sons
312,88,2,Code Review,4,2025-03-13,Gabriel Mejia,Dev,Backend Developer,Revold World,Martinez-James
313,180,4,Security Patching,9,2025-01-05,Lynn Obrien,Design,Graphic Designer,SRMG,Conley and Sons
314,16,1,Performance Testing,6,2025-01-14,Megan Duncan,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
315,97,4,Feature Development,4,2025-02-11,Chelsea Leblanc,Management,Scrum Master,SRMG,Conley and Sons
316,157,5,Performance Testing,4,2025-01-28,Edwin Murray,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
317,123,4,UI Enhancement,11,2025-03-04,Deborah Perez,QA,QA Engineer,SRMG,Conley and Sons
318,33,2,Code Review,6,2025-02-11,Gloria Robinson,Design,UI Designer,Revold World,Martinez-James
319,187,2,Meeting,4,2025-02-17,Michelle Wells,Dev,Backend Developer,Revold World,Martinez-James
320,5,3,Meeting,5,2025-01-21,Kristen Smith,QA,Test Analyst,Planted,Clark and Sons
321,52,4,Database Optimization,7,2025-03-19,Mary Oliver,Data,Data Engineer,SRMG,Conley and Sons
322,190,4,Feature Development,4,2025-03-27,Ronald Peterson,Data,Data Engineer,SRMG,Conley and Sons
323,106,1,Feature Development,1,2025-03-17,Scott Nguyen,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
324,56,1,Feature Development,4,2025-03-05,Caleb Brown,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
325,8,5,UI Enhancement,11,2025-01-23,Shelly Morales,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
326,73,4,Bug Fixing,2,2025-02-28,Bradley Robinson,QA,QA Engineer,SRMG,Conley and Sons
327,78,3,Testing,11,2025-01-20,Paul Stevenson,Dev,Backend Developer,Planted,Clark and Sons
328,37,2,Security Patching,9,2025-03-03,Amanda Diaz,Data,Data Engineer,Revold World,Martinez-James
329,87,5,Performance Testing,6,2025-03-07,Andrew Hughes,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
330,164,5,Code Review,5,2025-01-09,Isabella Coleman,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
331,155,3,Database Optimization,3,2025-03-23,Ryan Rogers,Design,Graphic Designer,Planted,Clark and Sons
332,12,3,Testing,5,2025-02-22,Samantha Collins,Dev,Backend Developer,Planted,Clark and Sons
333,30,4,Design Review,5,2025-01-30,Dawn Henry,Admin,HR,SRMG,Conley and Sons
334,7,1,Bug Fixing,1,2025-01-29,Mr. Scott Bowman III,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
335,86,5,Bug Fixing,2,2025-03-25,Phillip Wright,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
336,77,5,Testing,1,2025-03-11,Miranda Chapman,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
337,116,4,Database Optimization,10,2025-03-23,Bruce Fowler,Admin,HR,SRMG,Conley and Sons
338,10,4,Database Optimization,10,2025-03-27,Meagan Garza,Management,Project Manager,SRMG,Conley and Sons
339,164,1,Code Review,6,2025-01-22,Isabella Coleman,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
340,54,2,Database Optimization,11,2025-02-11,Jimmy Riley,QA,QA Engineer,Revold World,Martinez-James
341,149,1,UI Enhancement,6,2025-02-23,Robert Murray,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
342,183,1,Meeting,5,2025-03-11,Amy Nelson,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
343,137,2,Design Review,10,2025-03-06,Heather Banks,Dev,Software Engineer,Revold World,Martinez-James
344,156,4,Design Review,1,2025-02-04,Steven Smith,QA,QA Engineer,SRMG,Conley and Sons
345,15,2,UI Enhancement,9,2025-02-02,Lisa Cabrera,QA,Automation Engineer,Revold World,Martinez-James
346,61,3,Performance Testing,2,2025-01-10,Leslie Smith,Data,Data Engineer,Planted,Clark and Sons
347,40,2,Performance Testing,4,2025-02-19,Virginia Sullivan,Data,Data Analyst,Revold World,Martinez-James
348,120,1,UI Enhancement,9,2025-03-04,Kimberly Yang,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
349,30,3,Design Review,1,2025-03-21,Dawn Henry,Admin,HR,Planted,Clark and Sons
350,151,2,Security Patching,3,2025-01-06,David Villanueva,Design,UI Designer,Revold World,Martinez-James
351,116,1,Database Optimization,6,2025-01-24,Bruce Fowler,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
352,116,3,Database Optimization,10,2025-03-18,Bruce Fowler,Admin,HR,Planted,Clark and Sons
353,36,4,Code Review,1,2025-01-27,Wesley Anderson,Design,UI Designer,SRMG,Conley and Sons
354,198,3,Testing,10,2025-03-01,Rachel Dean,Admin,HR,Planted,Clark and Sons
355,168,5,Testing,3,2025-01-21,Chad Davidson,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
356,141,4,Feature Development,8,2025-02-26,Morgan Johnson,Dev,Software Engineer,SRMG,Conley and Sons
357,111,4,Design Review,4,2025-01-21,Lisa Daniels,Dev,Backend Developer,SRMG,Conley and Sons
358,118,2,Performance Testing,8,2025-02-06,Charles Wong,QA,QA Engineer,Revold World,Martinez-James
359,62,2,Bug Fixing,5,2025-03-13,Christian Martinez II,Dev,Backend Developer,Revold World,Martinez-James
360,4,4,UI Enhancement,2,2025-01-25,Tracy Gonzalez,Management,Project Manager,SRMG,Conley and Sons
361,127,1,Code Review,7,2025-02-07,Sarah Cole,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
362,103,4,Bug Fixing,4,2025-03-06,Patrick Carlson,QA,Test Analyst,SRMG,Conley and Sons
363,53,3,UI Enhancement,9,2025-01-31,Michael Dixon,Data,Data Analyst,Planted,Clark and Sons
364,2,4,Design Review,5,2025-01-13,Makayla Conway,Dev,Frontend Developer,SRMG,Conley and Sons
365,25,2,Code Review,6,2025-01-27,Jose Huber,Admin,System Admin,Revold World,Martinez-James
366,123,4,Meeting,7,2025-02-12,Deborah Perez,QA,QA Engineer,SRMG,Conley and Sons
367,65,5,Testing,2,2025-03-09,Jon Wise,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
368,83,2,Code Review,4,2025-02-19,Patricia Beasley,Management,Project Manager,Revold World,Martinez-James
369,147,5,Security Patching,5,2025-02-24,Donna Myers,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
370,90,1,Testing,12,2025-03-23,Scott Arellano,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
371,171,2,Testing,3,2025-02-25,Nicolas Alvarez,Dev,Backend Developer,Revold World,Martinez-James
372,41,3,Database Optimization,3,2025-01-31,Christopher Herring,Management,Scrum Master,Planted,Clark and Sons
373,12,2,Testing,2,2025-01-16,Samantha Collins,Dev,Backend Developer,Revold World,Martinez-James
374,187,3,Security Patching,6,2025-01-27,Michelle Wells,Dev,Backend Developer,Planted,Clark and Sons
375,115,5,Performance Testing,7,2025-02-07,Matthew Thomas PhD,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
376,86,4,Feature Development,10,2025-03-23,Phillip Wright,Management,Product Owner,SRMG,Conley and Sons
377,35,4,Bug Fixing,10,2025-03-26,Deborah Davis,Data,ML Engineer,SRMG,Conley and Sons
378,17,5,Database Optimization,4,2025-03-12,Ronnie Phillips,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
379,88,2,UI Enhancement,6,2025-01-19,Gabriel Mejia,Dev,Backend Developer,Revold World,Martinez-James
380,87,1,Performance Testing,2,2025-03-19,Andrew Hughes,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
381,177,5,Security Patching,11,2025-02-23,Shawn Frazier,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
382,119,3,Testing,8,2025-01-20,Crystal Carr,Design,UI Designer,Planted,Clark and Sons
383,152,5,Design Review,4,2025-01-16,Jennifer Stevens,Admin,HR,NBC,"Mcclure, Howard and Patterson"
384,88,1,Database Optimization,8,2025-01-06,Gabriel Mejia,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
385,66,5,Meeting,12,2025-02-17,David Mitchell,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
386,200,1,Testing,9,2025-02-12,Marie James,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
387,173,5,Design Review,8,2025-02-18,Duane Smith,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
388,48,4,Design Review,2,2025-02-02,Samantha Cardenas,Management,Project Manager,SRMG,Conley and Sons
389,135,5,Feature Development,10,2025-02-25,Joshua Beard,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
390,179,4,Code Review,4,2025-02-26,Jonathan Flowers,Admin,System Admin,SRMG,Conley and Sons
391,83,2,Testing,11,2025-01-24,Patricia Beasley,Management,Project Manager,Revold World,Martinez-James
392,116,5,UI Enhancement,12,2025-01-01,Bruce Fowler,Admin,HR,NBC,"Mcclure, Howard and Patterson"
393,12,1,Security Patching,1,2025-03-07,Samantha Collins,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
394,169,4,Code Review,7,2025-02-14,Shari Frey,Dev,Backend Developer,SRMG,Conley and Sons
395,189,2,Meeting,8,2025-01-21,Elizabeth Boyle,QA,Automation Engineer,Revold World,Martinez-James
396,108,3,Database Optimization,9,2025-02-06,Susan Joseph,Admin,Office Manager,Planted,Clark and Sons
397,81,5,Feature Development,11,2025-01-11,Kristen Fox,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
398,11,3,Meeting,4,2025-01-04,Jason Jones,Management,Project Manager,Planted,Clark and Sons
399,141,5,Code Review,10,2025-03-13,Morgan Johnson,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
400,57,4,Code Review,7,2025-01-10,Eric Smith,Design,UI Designer,SRMG,Conley and Sons
401,121,5,Testing,9,2025-01-16,Alisha Mclean,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
402,23,3,Code Review,11,2025-02-02,Ashley Carter,Admin,Office Manager,Planted,Clark and Sons
403,38,5,Feature Development,5,2025-02-17,Cassandra Warren,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
404,35,4,UI Enhancement,10,2025-02-09,Deborah Davis,Data,ML Engineer,SRMG,Conley and Sons
405,11,5,Design Review,1,2025-02-04,Jason Jones,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
406,65,4,Database Optimization,11,2025-01-23,Jon Wise,Admin,System Admin,SRMG,Conley and Sons
407,155,5,Meeting,1,2025-02-05,Ryan Rogers,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
408,69,4,Testing,12,2025-03-24,Jeremiah Mclaughlin,Management,Project Manager,SRMG,Conley and Sons
409,147,3,Bug Fixing,9,2025-03-10,Donna Myers,Admin,System Admin,Planted,Clark and Sons
410,68,5,Bug Fixing,7,2025-02-15,Stephanie Mcclure MD,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
411,135,5,Code Review,9,2025-02-12,Joshua Beard,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
412,162,4,Database Optimization,2,2025-02-07,Mr. Ethan Doyle,Data,ML Engineer,SRMG,Conley and Sons
413,71,1,Testing,12,2025-02-24,Joshua Stafford,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
414,96,4,Feature Development,11,2025-02-25,Amy Mccarthy,Management,Product Owner,SRMG,Conley and Sons
415,68,3,Feature Development,1,2025-02-09,Stephanie Mcclure MD,Design,UI Designer,Planted,Clark and Sons
416,73,2,Feature Development,3,2025-01-28,Bradley Robinson,QA,QA Engineer,Revold World,Martinez-James
417,138,2,Design Review,2,2025-01-23,Casey Hicks,Design,UI Designer,Revold World,Martinez-James
418,41,3,UI Enhancement,10,2025-02-24,Christopher Herring,Management,Scrum Master,Planted,Clark and Sons
419,143,3,Performance Testing,10,2025-02-14,Jordan Gomez,Data,Data Analyst,Planted,Clark and Sons
420,12,2,Feature Development,9,2025-02-09,Samantha Collins,Dev,Backend Developer,Revold World,Martinez-James
421,183,3,Feature Development,8,2025-01-09,Amy Nelson,QA,Test Analyst,Planted,Clark and Sons
422,60,1,Database Optimization,2,2025-01-21,Abigail Johnson,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
423,162,5,Bug Fixing,9,2025-03-20,Mr. Ethan Doyle,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
424,150,2,UI Enhancement,1,2025-01-07,Timothy Hernandez,Dev,Backend Developer,Revold World,Martinez-James
425,67,2,Testing,12,2025-01-04,Theresa Smith,Design,UI Designer,Revold World,Martinez-James
426,54,1,UI Enhancement,1,2025-02-05,Jimmy Riley,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
427,176,5,Meeting,12,2025-01-13,Karen Chandler DDS,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
428,110,2,Feature Development,9,2025-01-26,Jeffrey Payne,Dev,Frontend Developer,Revold World,Martinez-James
429,124,3,Bug Fixing,9,2025-03-25,Christina Cooper,Admin,Office Manager,Planted,Clark and Sons
430,22,2,UI Enhancement,11,2025-02-20,Travis Moore,QA,Automation Engineer,Revold World,Martinez-James
431,158,3,Security Patching,11,2025-01-26,Kristen Green,QA,Automation Engineer,Planted,Clark and Sons
432,175,4,UI Enhancement,10,2025-01-23,Michael Gill,Management,Scrum Master,SRMG,Conley and Sons
433,184,2,UI Enhancement,5,2025-01-04,Sandra Williams,Admin,System Admin,Revold World,Martinez-James
434,146,3,Design Review,7,2025-02-14,Monique Burgess,Dev,Frontend Developer,Planted,Clark and Sons
435,159,2,Performance Testing,8,2025-03-04,Drew Cantrell,QA,Automation Engineer,Revold World,Martinez-James
436,158,1,Security Patching,8,2025-03-06,Kristen Green,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
437,101,5,Feature Development,10,2025-02-18,Valerie Davis,Design,UX Designer,NBC,"Mcclure, Howard and Patterson"
438,170,3,Meeting,9,2025-02-17,Timothy Manning,Data,Data Engineer,Planted,Clark and Sons
439,190,3,Bug Fixing,7,2025-03-13,Ronald Peterson,Data,Data Engineer,Planted,Clark and Sons
440,149,1,Bug Fixing,3,2025-03-03,Robert Murray,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
441,67,2,Meeting,2,2025-02-21,Theresa Smith,Design,UI Designer,Revold World,Martinez-James
